Año;Tipo territorio;Código territorio;Territorio;Edad;Nacionalidad;Sexo;Valor;Estado dato
2023;Municipios;1760;Villanueva de la Cañada;De 65-69 años;Extranjeros;Total;71;
2023;Municipios;1782;Villanueva de Perales;De 65-69 años;Extranjeros;Total;6;
2023;Municipios;1776;Villanueva del Pardillo;De 65-69 años;Extranjeros;Total;61;
2023;Municipios;1795;Villar del Olmo;De 65-69 años;Extranjeros;Total;12;
2023;Municipios;1809;Villarejo de Salvanés;De 65-69 años;Extranjeros;Total;15;
2023;Municipios;1816;Villaviciosa de Odón;De 65-69 años;Extranjeros;Total;54;
2023;Municipios;1821;Villavieja del Lozoya;De 65-69 años;Extranjeros;Total;1;
2023;Municipios;1837;Zarzalejo;De 65-69 años;Extranjeros;Total;8;
2023;Zonas Estadísticas;03;Este Metropolitano;De 65-69 años;Extranjeros;Total;2569;
2023;Zonas Estadísticas;01;Municipio de Madrid;De 65-69 años;Extranjeros;Total;10900;
2023;Zonas Estadísticas;07;Nordeste Comunidad;De 65-69 años;Extranjeros;Total;214;
2023;Zonas Estadísticas;02;Norte Metropolitano;De 65-69 años;Extranjeros;Total;981;
2023;Zonas Estadísticas;05;Oeste Metropolitano;De 65-69 años;Extranjeros;Total;1561;
2023;Zonas Estadísticas;11;Sierra Central;De 65-69 años;Extranjeros;Total;572;
2023;Zonas Estadísticas;06;Sierra Norte;De 65-69 años;Extranjeros;Total;167;
2023;Zonas Estadísticas;10;Sierra Sur;De 65-69 años;Extranjeros;Total;157;
2023;Zonas Estadísticas;08;Sudeste Comunidad;De 65-69 años;Extranjeros;Total;347;
2023;Zonas Estadísticas;09;Sudoeste Comunidad;De 65-69 años;Extranjeros;Total;428;
2023;Zonas Estadísticas;04;Sur Metropolitano;De 65-69 años;Extranjeros;Total;3939;
2024;Comunidad de Madrid;;Comunidad de Madrid;De 65-69 años;Extranjeros;Total;25200;
2024;Municipios;0014;Acebeda (La);De 65-69 años;Extranjeros;Total;0;
2024;Municipios;0029;Ajalvir;De 65-69 años;Extranjeros;Total;21;
2024;Municipios;0035;Alameda del Valle;De 65-69 años;Extranjeros;Total;0;
2024;Municipios;0040;Álamo (El);De 65-69 años;Extranjeros;Total;39;
2024;Municipios;0053;Alcalá de Henares;De 65-69 años;Extranjeros;Total;852;
2024;Municipios;0066;Alcobendas;De 65-69 años;Extranjeros;Total;436;
2024;Municipios;0072;Alcorcón;De 65-69 años;Extranjeros;Total;572;
2024;Municipios;0088;Aldea del Fresno;De 65-69 años;Extranjeros;Total;20;
2024;Municipios;0091;Algete;De 65-69 años;Extranjeros;Total;61;
2024;Municipios;0105;Alpedrete;De 65-69 años;Extranjeros;Total;39;
2024;Municipios;0112;Ambite;De 65-69 años;Extranjeros;Total;7;
2024;Municipios;0127;Anchuelo;De 65-69 años;Extranjeros;Total;3;
2024;Municipios;0133;Aranjuez;De 65-69 años;Extranjeros;Total;242;
2024;Municipios;0148;Arganda del Rey;De 65-69 años;Extranjeros;Total;395;
2024;Municipios;0151;Arroyomolinos;De 65-69 años;Extranjeros;Total;72;
2024;Municipios;0164;Atazar (El);De 65-69 años;Extranjeros;Total;0;
2024;Municipios;0170;Batres;De 65-69 años;Extranjeros;Total;8;
2024;Municipios;0186;Becerril de la Sierra;De 65-69 años;Extranjeros;Total;23;
2024;Municipios;0199;Belmonte de Tajo;De 65-69 años;Extranjeros;Total;3;
2024;Municipios;0210;Berrueco (El);De 65-69 años;Extranjeros;Total;5;
2024;Municipios;0203;Berzosa del Lozoya;De 65-69 años;Extranjeros;Total;0;
2024;Municipios;0225;Boadilla del Monte;De 65-69 años;Extranjeros;Total;133;
2024;Municipios;0231;Boalo (El);De 65-69 años;Extranjeros;Total;30;
2024;Municipios;0246;Braojos;De 65-69 años;Extranjeros;Total;0;
2024;Municipios;0259;Brea de Tajo;De 65-69 años;Extranjeros;Total;1;
2024;Municipios;0262;Brunete;De 65-69 años;Extranjeros;Total;43;
2024;Municipios;0278;Buitrago del Lozoya;De 65-69 años;Extranjeros;Total;9;
2024;Municipios;0284;Bustarviejo;De 65-69 años;Extranjeros;Total;5;
2024;Municipios;0297;Cabanillas de la Sierra;De 65-69 años;Extranjeros;Total;4;
2024;Municipios;0301;Cabrera (La);De 65-69 años;Extranjeros;Total;8;
2024;Municipios;0318;Cadalso de los Vidrios;De 65-69 años;Extranjeros;Total;12;
2024;Municipios;0323;Camarma de Esteruelas;De 65-69 años;Extranjeros;Total;22;
2024;Municipios;0339;Campo Real;De 65-69 años;Extranjeros;Total;27;
2024;Municipios;0344;Canencia;De 65-69 años;Extranjeros;Total;0;
2024;Municipios;0357;Carabaña;De 65-69 años;Extranjeros;Total;16;
2024;Municipios;0360;Casarrubuelos;De 65-69 años;Extranjeros;Total;10;
2024;Municipios;0376;Cenicientos;De 65-69 años;Extranjeros;Total;6;
2024;Municipios;0382;Cercedilla;De 65-69 años;Extranjeros;Total;34;
2024;Municipios;0395;Cervera de Buitrago;De 65-69 años;Extranjeros;Total;0;
2024;Municipios;0513;Chapinería;De 65-69 años;Extranjeros;Total;8;
2024;Municipios;0528;Chinchón;De 65-69 años;Extranjeros;Total;19;
2024;Municipios;0409;Ciempozuelos;De 65-69 años;Extranjeros;Total;126;
2024;Municipios;0416;Cobeña;De 65-69 años;Extranjeros;Total;35;
2024;Municipios;0468;Collado Mediano;De 65-69 años;Extranjeros;Total;39;
2024;Municipios;0474;Collado Villalba;De 65-69 años;Extranjeros;Total;369;
2024;Municipios;0437;Colmenar de Oreja;De 65-69 años;Extranjeros;Total;31;
2024;Municipios;0421;Colmenar del Arroyo;De 65-69 años;Extranjeros;Total;7;
2024;Municipios;0455;Colmenar Viejo;De 65-69 años;Extranjeros;Total;189;
2024;Municipios;0442;Colmenarejo;De 65-69 años;Extranjeros;Total;28;
2024;Municipios;0480;Corpa;De 65-69 años;Extranjeros;Total;2;
2024;Municipios;0493;Coslada;De 65-69 años;Extranjeros;Total;428;
2024;Municipios;0506;Cubas de la Sagra;De 65-69 años;Extranjeros;Total;12;
2024;Municipios;0534;Daganzo de Arriba;De 65-69 años;Extranjeros;Total;18;
2024;Municipios;0549;Escorial (El);De 65-69 años;Extranjeros;Total;87;
2024;Municipios;0552;Estremera;De 65-69 años;Extranjeros;Total;6;
2024;Municipios;0565;Fresnedillas de la Oliva;De 65-69 años;Extranjeros;Total;22;
2024;Municipios;0571;Fresno de Torote;De 65-69 años;Extranjeros;Total;11;
2024;Municipios;0587;Fuenlabrada;De 65-69 años;Extranjeros;Total;486;
2024;Municipios;0590;Fuente el Saz de Jarama;De 65-69 años;Extranjeros;Total;23;
2024;Municipios;0604;Fuentidueña de Tajo;De 65-69 años;Extranjeros;Total;7;
2024;Municipios;0611;Galapagar;De 65-69 años;Extranjeros;Total;172;
2024;Municipios;0626;Garganta de los Montes;De 65-69 años;Extranjeros;Total;0;
2024;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;De 65-69 años;Extranjeros;Total;4;
2024;Municipios;0647;Gascones;De 65-69 años;Extranjeros;Total;0;
2024;Municipios;0650;Getafe;De 65-69 años;Extranjeros;Total;603;
2024;Municipios;0663;Griñón;De 65-69 años;Extranjeros;Total;16;
2024;Municipios;0679;Guadalix de la Sierra;De 65-69 años;Extranjeros;Total;37;
2024;Municipios;0685;Guadarrama;De 65-69 años;Extranjeros;Total;46;
2024;Municipios;0698;Hiruela (La);De 65-69 años;Extranjeros;Total;0;
2024;Municipios;0702;Horcajo de la Sierra-Aoslos;De 65-69 años;Extranjeros;Total;1;
2024;Municipios;0719;Horcajuelo de la Sierra;De 65-69 años;Extranjeros;Total;1;
2024;Municipios;0724;Hoyo de Manzanares;De 65-69 años;Extranjeros;Total;33;
2024;Municipios;0730;Humanes de Madrid;De 65-69 años;Extranjeros;Total;61;
2024;Municipios;0745;Leganés;De 65-69 años;Extranjeros;Total;603;
2024;Municipios;0758;Loeches;De 65-69 años;Extranjeros;Total;22;
2024;Municipios;0761;Lozoya;De 65-69 años;Extranjeros;Total;2;
2024;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;De 65-69 años;Extranjeros;Total;9;
2024;Municipios;0783;Madarcos;De 65-69 años;Extranjeros;Total;0;
2024;Municipios;0796;Madrid;De 65-69 años;Extranjeros;Total;12519;
2024;Municipios;0800;Majadahonda;De 65-69 años;Extranjeros;Total;227;
2024;Municipios;0822;Manzanares el Real;De 65-69 años;Extranjeros;Total;25;
2024;Municipios;0838;Meco;De 65-69 años;Extranjeros;Total;49;
2024;Municipios;0843;Mejorada del Campo;De 65-69 años;Extranjeros;Total;114;
2024;Municipios;0856;Miraflores de la Sierra;De 65-69 años;Extranjeros;Total;32;
2024;Municipios;0869;Molar (El);De 65-69 años;Extranjeros;Total;55;
2024;Municipios;0875;Molinos (Los);De 65-69 años;Extranjeros;Total;16;
2024;Municipios;0881;Montejo de la Sierra;De 65-69 años;Extranjeros;Total;1;
2024;Municipios;0894;Moraleja de Enmedio;De 65-69 años;Extranjeros;Total;8;
2024;Municipios;0908;Moralzarzal;De 65-69 años;Extranjeros;Total;59;
2024;Municipios;0915;Morata de Tajuña;De 65-69 años;Extranjeros;Total;42;
2024;Municipios;0920;Móstoles;De 65-69 años;Extranjeros;Total;771;
2024;Municipios;0936;Navacerrada;De 65-69 años;Extranjeros;Total;16;
2024;Municipios;0941;Navalafuente;De 65-69 años;Extranjeros;Total;9;
2024;Municipios;0954;Navalagamella;De 65-69 años;Extranjeros;Total;15;
2024;Municipios;0967;Navalcarnero;De 65-69 años;Extranjeros;Total;106;
2024;Municipios;0973;Navarredonda y San Mamés;De 65-69 años;Extranjeros;Total;1;
2024;Municipios;0992;Navas del Rey;De 65-69 años;Extranjeros;Total;18;
2024;Municipios;1006;Nuevo Baztán;De 65-69 años;Extranjeros;Total;46;
2024;Municipios;1013;Olmeda de las Fuentes;De 65-69 años;Extranjeros;Total;3;
2024;Municipios;1028;Orusco de Tajuña;De 65-69 años;Extranjeros;Total;5;
2024;Municipios;1049;Paracuellos de Jarama;De 65-69 años;Extranjeros;Total;102;
2024;Municipios;1065;Parla;De 65-69 años;Extranjeros;Total;694;
2024;Municipios;1071;Patones;De 65-69 años;Extranjeros;Total;1;
2024;Municipios;1087;Pedrezuela;De 65-69 años;Extranjeros;Total;20;
2024;Municipios;1090;Pelayos de la Presa;De 65-69 años;Extranjeros;Total;31;
2024;Municipios;1104;Perales de Tajuña;De 65-69 años;Extranjeros;Total;12;
2024;Municipios;1111;Pezuela de las Torres;De 65-69 años;Extranjeros;Total;2;
2024;Municipios;1126;Pinilla del Valle;De 65-69 años;Extranjeros;Total;0;
2024;Municipios;1132;Pinto;De 65-69 años;Extranjeros;Total;151;
2024;Municipios;1147;Piñuécar-Gandullas;De 65-69 años;Extranjeros;Total;1;
2024;Municipios;1150;Pozuelo de Alarcón;De 65-69 años;Extranjeros;Total;205;
2024;Municipios;1163;Pozuelo del Rey;De 65-69 años;Extranjeros;Total;3;
2024;Municipios;1179;Prádena del Rincón;De 65-69 años;Extranjeros;Total;0;
2024;Municipios;1185;Puebla de la Sierra;De 65-69 años;Extranjeros;Total;0;
2024;Municipios;9020;Puentes Viejas;De 65-69 años;Extranjeros;Total;2;
2024;Municipios;1198;Quijorna;De 65-69 años;Extranjeros;Total;12;
2024;Municipios;1202;Rascafría;De 65-69 años;Extranjeros;Total;7;
2024;Municipios;1219;Redueña;De 65-69 años;Extranjeros;Total;1;
2024;Municipios;1224;Ribatejada;De 65-69 años;Extranjeros;Total;3;
2024;Municipios;1230;Rivas-Vaciamadrid;De 65-69 años;Extranjeros;Total;246;
2024;Municipios;1245;Robledillo de la Jara;De 65-69 años;Extranjeros;Total;3;
2024;Municipios;1258;Robledo de Chavela;De 65-69 años;Extranjeros;Total;23;
2024;Municipios;1261;Robregordo;De 65-69 años;Extranjeros;Total;0;
2024;Municipios;1277;Rozas de Madrid (Las);De 65-69 años;Extranjeros;Total;301;
2024;Municipios;1283;Rozas de Puerto Real;De 65-69 años;Extranjeros;Total;1;
2024;Municipios;1296;San Agustín del Guadalix;De 65-69 años;Extranjeros;Total;68;
2024;Municipios;1300;San Fernando de Henares;De 65-69 años;Extranjeros;Total;127;
2024;Municipios;1317;San Lorenzo de El Escorial;De 65-69 años;Extranjeros;Total;59;
2024;Municipios;1322;San Martín de la Vega;De 65-69 años;Extranjeros;Total;104;
2024;Municipios;1338;San Martín de Valdeiglesias;De 65-69 años;Extranjeros;Total;42;
2024;Municipios;1343;San Sebastián de los Reyes;De 65-69 años;Extranjeros;Total;249;
2024;Municipios;1356;Santa María de la Alameda;De 65-69 años;Extranjeros;Total;6;
2024;Municipios;1369;Santorcaz;De 65-69 años;Extranjeros;Total;1;
2024;Municipios;1375;Santos de la Humosa (Los);De 65-69 años;Extranjeros;Total;8;
2024;Municipios;1381;Serna del Monte (La);De 65-69 años;Extranjeros;Total;0;
2024;Municipios;1408;Serranillos del Valle;De 65-69 años;Extranjeros;Total;8;
2024;Municipios;1415;Sevilla la Nueva;De 65-69 años;Extranjeros;Total;37;
2024;Municipios;1436;Somosierra;De 65-69 años;Extranjeros;Total;0;
2024;Municipios;1441;Soto del Real;De 65-69 años;Extranjeros;Total;27;
2024;Municipios;1454;Talamanca de Jarama;De 65-69 años;Extranjeros;Total;17;
2024;Municipios;1467;Tielmes;De 65-69 años;Extranjeros;Total;11;
2024;Municipios;1473;Titulcia;De 65-69 años;Extranjeros;Total;3;
2024;Municipios;1489;Torrejón de Ardoz;De 65-69 años;Extranjeros;Total;654;
2024;Municipios;1492;Torrejón de la Calzada;De 65-69 años;Extranjeros;Total;32;
2024;Municipios;1505;Torrejón de Velasco;De 65-69 años;Extranjeros;Total;3;
2024;Municipios;1512;Torrelaguna;De 65-69 años;Extranjeros;Total;21;
2024;Municipios;1527;Torrelodones;De 65-69 años;Extranjeros;Total;68;
2024;Municipios;1533;Torremocha de Jarama;De 65-69 años;Extranjeros;Total;0;
2024;Municipios;1548;Torres de la Alameda;De 65-69 años;Extranjeros;Total;25;
2024;Municipios;9036;Tres Cantos;De 65-69 años;Extranjeros;Total;105;
2024;Municipios;1551;Valdaracete;De 65-69 años;Extranjeros;Total;3;
2024;Municipios;1564;Valdeavero;De 65-69 años;Extranjeros;Total;9;
2024;Municipios;1570;Valdelaguna;De 65-69 años;Extranjeros;Total;4;
2024;Municipios;1586;Valdemanco;De 65-69 años;Extranjeros;Total;4;
2024;Municipios;1599;Valdemaqueda;De 65-69 años;Extranjeros;Total;1;
2024;Municipios;1603;Valdemorillo;De 65-69 años;Extranjeros;Total;50;
2024;Municipios;1610;Valdemoro;De 65-69 años;Extranjeros;Total;260;
2024;Municipios;1625;Valdeolmos-Alalpardo;De 65-69 años;Extranjeros;Total;14;
2024;Municipios;1631;Valdepiélagos;De 65-69 años;Extranjeros;Total;1;
2024;Municipios;1646;Valdetorres de Jarama;De 65-69 años;Extranjeros;Total;13;
2024;Municipios;1659;Valdilecha;De 65-69 años;Extranjeros;Total;15;
2024;Municipios;1662;Valverde de Alcalá;De 65-69 años;Extranjeros;Total;3;
2024;Municipios;1678;Velilla de San Antonio;De 65-69 años;Extranjeros;Total;48;
2024;Municipios;1684;Vellón (El);De 65-69 años;Extranjeros;Total;8;
2024;Municipios;1697;Venturada;De 65-69 años;Extranjeros;Total;6;
2024;Municipios;1718;Villa del Prado;De 65-69 años;Extranjeros;Total;40;
2024;Municipios;1701;Villaconejos;De 65-69 años;Extranjeros;Total;8;
2024;Municipios;1723;Villalbilla;De 65-69 años;Extranjeros;Total;46;
2024;Municipios;1739;Villamanrique de Tajo;De 65-69 años;Extranjeros;Total;5;
2024;Municipios;1744;Villamanta;De 65-69 años;Extranjeros;Total;14;
2024;Municipios;1757;Villamantilla;De 65-69 años;Extranjeros;Total;7;
2024;Municipios;1760;Villanueva de la Cañada;De 65-69 años;Extranjeros;Total;109;
2024;Municipios;1782;Villanueva de Perales;De 65-69 años;Extranjeros;Total;7;
2024;Municipios;1776;Villanueva del Pardillo;De 65-69 años;Extranjeros;Total;65;
2024;Municipios;1795;Villar del Olmo;De 65-69 años;Extranjeros;Total;10;
2024;Municipios;1809;Villarejo de Salvanés;De 65-69 años;Extranjeros;Total;19;
2024;Municipios;1816;Villaviciosa de Odón;De 65-69 años;Extranjeros;Total;65;
2024;Municipios;1821;Villavieja del Lozoya;De 65-69 años;Extranjeros;Total;0;
2024;Municipios;1837;Zarzalejo;De 65-69 años;Extranjeros;Total;12;
2024;Zonas Estadísticas;03;Este Metropolitano;De 65-69 años;Extranjeros;Total;2987;
2024;Zonas Estadísticas;01;Municipio de Madrid;De 65-69 años;Extranjeros;Total;12519;
2024;Zonas Estadísticas;07;Nordeste Comunidad;De 65-69 años;Extranjeros;Total;235;
2024;Zonas Estadísticas;02;Norte Metropolitano;De 65-69 años;Extranjeros;Total;1143;
2024;Zonas Estadísticas;05;Oeste Metropolitano;De 65-69 años;Extranjeros;Total;1725;
2024;Zonas Estadísticas;11;Sierra Central;De 65-69 años;Extranjeros;Total;675;
2024;Zonas Estadísticas;06;Sierra Norte;De 65-69 años;Extranjeros;Total;170;
2024;Zonas Estadísticas;10;Sierra Sur;De 65-69 años;Extranjeros;Total;204;
2024;Zonas Estadísticas;08;Sudeste Comunidad;De 65-69 años;Extranjeros;Total;418;
2024;Zonas Estadísticas;09;Sudoeste Comunidad;De 65-69 años;Extranjeros;Total;451;
2024;Zonas Estadísticas;04;Sur Metropolitano;De 65-69 años;Extranjeros;Total;4673;
2021;Comunidad de Madrid;;Comunidad de Madrid;De 70-74 años;Extranjeros;Total;10225;
2021;Municipios;0014;Acebeda (La);De 70-74 años;Extranjeros;Total;0;
2021;Municipios;0029;Ajalvir;De 70-74 años;Extranjeros;Total;11;
2021;Municipios;0035;Alameda del Valle;De 70-74 años;Extranjeros;Total;0;
2021;Municipios;0040;Álamo (El);De 70-74 años;Extranjeros;Total;14;
2021;Municipios;0053;Alcalá de Henares;De 70-74 años;Extranjeros;Total;269;
2021;Municipios;0066;Alcobendas;De 70-74 años;Extranjeros;Total;205;
2021;Municipios;0072;Alcorcón;De 70-74 años;Extranjeros;Total;232;
2021;Municipios;0088;Aldea del Fresno;De 70-74 años;Extranjeros;Total;2;
2021;Municipios;0091;Algete;De 70-74 años;Extranjeros;Total;48;
2021;Municipios;0105;Alpedrete;De 70-74 años;Extranjeros;Total;15;
2021;Municipios;0112;Ambite;De 70-74 años;Extranjeros;Total;1;
2021;Municipios;0127;Anchuelo;De 70-74 años;Extranjeros;Total;0;
2021;Municipios;0133;Aranjuez;De 70-74 años;Extranjeros;Total;101;
2021;Municipios;0148;Arganda del Rey;De 70-74 años;Extranjeros;Total;87;
2021;Municipios;0151;Arroyomolinos;De 70-74 años;Extranjeros;Total;50;
2021;Municipios;0164;Atazar (El);De 70-74 años;Extranjeros;Total;0;
2021;Municipios;0170;Batres;De 70-74 años;Extranjeros;Total;2;
2021;Municipios;0186;Becerril de la Sierra;De 70-74 años;Extranjeros;Total;7;
2021;Municipios;0199;Belmonte de Tajo;De 70-74 años;Extranjeros;Total;3;
2021;Municipios;0210;Berrueco (El);De 70-74 años;Extranjeros;Total;3;
2021;Municipios;0203;Berzosa del Lozoya;De 70-74 años;Extranjeros;Total;0;
2021;Municipios;0225;Boadilla del Monte;De 70-74 años;Extranjeros;Total;84;
2021;Municipios;0231;Boalo (El);De 70-74 años;Extranjeros;Total;14;
2021;Municipios;0246;Braojos;De 70-74 años;Extranjeros;Total;0;
2021;Municipios;0259;Brea de Tajo;De 70-74 años;Extranjeros;Total;2;
2021;Municipios;0262;Brunete;De 70-74 años;Extranjeros;Total;16;
2021;Municipios;0278;Buitrago del Lozoya;De 70-74 años;Extranjeros;Total;4;
2021;Municipios;0284;Bustarviejo;De 70-74 años;Extranjeros;Total;1;
2021;Municipios;0297;Cabanillas de la Sierra;De 70-74 años;Extranjeros;Total;0;
2021;Municipios;0301;Cabrera (La);De 70-74 años;Extranjeros;Total;4;
2021;Municipios;0318;Cadalso de los Vidrios;De 70-74 años;Extranjeros;Total;7;
2021;Municipios;0323;Camarma de Esteruelas;De 70-74 años;Extranjeros;Total;15;
2021;Municipios;0339;Campo Real;De 70-74 años;Extranjeros;Total;11;
2021;Municipios;0344;Canencia;De 70-74 años;Extranjeros;Total;2;
2021;Municipios;0357;Carabaña;De 70-74 años;Extranjeros;Total;4;
2021;Municipios;0360;Casarrubuelos;De 70-74 años;Extranjeros;Total;6;
2021;Municipios;0376;Cenicientos;De 70-74 años;Extranjeros;Total;3;
2021;Municipios;0382;Cercedilla;De 70-74 años;Extranjeros;Total;11;
2021;Municipios;0395;Cervera de Buitrago;De 70-74 años;Extranjeros;Total;1;
2021;Municipios;0513;Chapinería;De 70-74 años;Extranjeros;Total;2;
2021;Municipios;0528;Chinchón;De 70-74 años;Extranjeros;Total;9;
2021;Municipios;0409;Ciempozuelos;De 70-74 años;Extranjeros;Total;40;
2021;Municipios;0416;Cobeña;De 70-74 años;Extranjeros;Total;14;
2021;Municipios;0468;Collado Mediano;De 70-74 años;Extranjeros;Total;18;
2021;Municipios;0474;Collado Villalba;De 70-74 años;Extranjeros;Total;172;
2021;Municipios;0437;Colmenar de Oreja;De 70-74 años;Extranjeros;Total;10;
2021;Municipios;0421;Colmenar del Arroyo;De 70-74 años;Extranjeros;Total;2;
2021;Municipios;0455;Colmenar Viejo;De 70-74 años;Extranjeros;Total;92;
2021;Municipios;0442;Colmenarejo;De 70-74 años;Extranjeros;Total;19;
2021;Municipios;0480;Corpa;De 70-74 años;Extranjeros;Total;1;
2021;Municipios;0493;Coslada;De 70-74 años;Extranjeros;Total;120;
2021;Municipios;0506;Cubas de la Sagra;De 70-74 años;Extranjeros;Total;10;
2021;Municipios;0534;Daganzo de Arriba;De 70-74 años;Extranjeros;Total;10;
2021;Municipios;0549;Escorial (El);De 70-74 años;Extranjeros;Total;37;
2021;Municipios;0552;Estremera;De 70-74 años;Extranjeros;Total;3;
2021;Municipios;0565;Fresnedillas de la Oliva;De 70-74 años;Extranjeros;Total;6;
2021;Municipios;0571;Fresno de Torote;De 70-74 años;Extranjeros;Total;1;
2021;Municipios;0587;Fuenlabrada;De 70-74 años;Extranjeros;Total;204;
2021;Municipios;0590;Fuente el Saz de Jarama;De 70-74 años;Extranjeros;Total;17;
